priogrid_gid,lat,lon,faction,faction_id,date
144558,10.25,98.75,Junta,0,2023-12-30
145277,10.75,98.25,Junta,0,2023-12-30
145278,10.75,98.75,Junta,0,2023-12-30
145998,11.25,98.75,Junta,0,2023-12-30
145999,11.25,99.25,PDF,2,2023-12-30
146717,11.75,98.25,Junta,0,2023-12-30
146718,11.75,98.75,PDF,2,2023-12-30
146719,11.75,99.25,PDF,2,2023-12-30
146720,11.75,99.75,Junta,0,2023-12-30
147437,12.25,98.25,Junta,0,2023-12-30
147438,12.25,98.75,Junta,0,2023-12-30
147439,12.25,99.25,PDF,2,2023-12-30
148157,12.75,98.25,Junta,0,2023-12-30
148158,12.75,98.75,Junta,0,2023-12-30
148159,12.75,99.25,PDF,2,2023-12-30
148878,13.25,98.75,Junta,0,2023-12-30
148879,13.25,99.25,PDF,2,2023-12-30
149597,13.75,98.25,Junta,0,2023-12-30
149598,13.75,98.75,Karen,4,2023-12-30
149599,13.75,99.25,Karen,4,2023-12-30
150317,14.25,98.25,Junta,0,2023-12-30
150318,14.25,98.75,Karen,4,2023-12-30
151036,14.75,97.75,Junta,0,2023-12-30
151037,14.75,98.25,Karen,4,2023-12-30
151756,15.25,97.75,Junta,0,2023-12-30
151757,15.25,98.25,Junta,0,2023-12-30
152471,15.75,95.25,Junta,0,2023-12-30
152472,15.75,95.75,Junta,0,2023-12-30
152476,15.75,97.75,Junta,0,2023-12-30
152477,15.75,98.25,Karen,4,2023-12-30
153189,16.25,94.25,Junta,0,2023-12-30
153190,16.25,94.75,Junta,0,2023-12-30
153191,16.25,95.25,Junta,0,2023-12-30
153192,16.25,95.75,Junta,0,2023-12-30
153193,16.25,96.25,Junta,0,2023-12-30
153196,16.25,97.75,Junta,0,2023-12-30
153197,16.25,98.25,Karen,4,2023-12-30
153198,16.25,98.75,Karen,4,2023-12-30
153909,16.75,94.25,Junta,0,2023-12-30
153910,16.75,94.75,Junta,0,2023-12-30
153911,16.75,95.25,Junta,0,2023-12-30
153912,16.75,95.75,Junta,0,2023-12-30
153913,16.75,96.25,Junta,0,2023-12-30
153914,16.75,96.75,Junta,0,2023-12-30
153915,16.75,97.25,Junta,0,2023-12-30
153916,16.75,97.75,Junta,0,2023-12-30
153917,16.75,98.25,Karen,4,2023-12-30
153918,16.75,98.75,Karen,4,2023-12-30
154630,17.25,94.75,Junta,0,2023-12-30
154631,17.25,95.25,Junta,0,2023-12-30
154632,17.25,95.75,Junta,0,2023-12-30
154633,17.25,96.25,Junta,0,2023-12-30
154634,17.25,96.75,Junta,0,2023-12-30
154635,17.25,97.25,Junta,0,2023-12-30
154636,17.25,97.75,Junta,0,2023-12-30
154637,17.25,98.25,Junta,0,2023-12-30
155350,17.75,94.75,Junta,0,2023-12-30
155351,17.75,95.25,Junta,0,2023-12-30
155352,17.75,95.75,Junta,0,2023-12-30
155353,17.75,96.25,Junta,0,2023-12-30
155354,17.75,96.75,Junta,0,2023-12-30
155355,17.75,97.25,Junta,0,2023-12-30
155356,17.75,97.75,Junta,0,2023-12-30
156069,18.25,94.25,Junta,0,2023-12-30
156070,18.25,94.75,Junta,0,2023-12-30
156071,18.25,95.25,Junta,0,2023-12-30
156072,18.25,95.75,Junta,0,2023-12-30
156073,18.25,96.25,PDF,2,2023-12-30
156074,18.25,96.75,Junta,0,2023-12-30
156075,18.25,97.25,Junta,0,2023-12-30
156076,18.25,97.75,Junta,0,2023-12-30
156788,18.75,93.75,Junta,0,2023-12-30
156789,18.75,94.25,Junta,0,2023-12-30
156790,18.75,94.75,Junta,0,2023-12-30
156791,18.75,95.25,Junta,0,2023-12-30
156792,18.75,95.75,PDF,2,2023-12-30
156793,18.75,96.25,PDF,2,2023-12-30
156794,18.75,96.75,Junta,0,2023-12-30
156795,18.75,97.25,Karenni,5,2023-12-30
156796,18.75,97.75,Karenni,5,2023-12-30
157508,19.25,93.75,Junta,0,2023-12-30
157509,19.25,94.25,Junta,0,2023-12-30
157510,19.25,94.75,Junta,0,2023-12-30
157511,19.25,95.25,Junta,0,2023-12-30
157512,19.25,95.75,Junta,0,2023-12-30
157513,19.25,96.25,Junta,0,2023-12-30
157514,19.25,96.75,Junta,0,2023-12-30
157515,19.25,97.25,Karenni,5,2023-12-30
157516,19.25,97.75,Karenni,5,2023-12-30
158228,19.75,93.75,Junta,0,2023-12-30
158229,19.75,94.25,Junta,0,2023-12-30
158230,19.75,94.75,Junta,0,2023-12-30
158231,19.75,95.25,Junta,0,2023-12-30
158232,19.75,95.75,Junta,0,2023-12-30
158233,19.75,96.25,Junta,0,2023-12-30
158234,19.75,96.75,Karenni,5,2023-12-30
158235,19.75,97.25,Karenni,5,2023-12-30
158236,19.75,97.75,Junta,0,2023-12-30
158237,19.75,98.25,Junta,0,2023-12-30
158238,19.75,98.75,Junta,0,2023-12-30
158946,20.25,92.75,Junta,0,2023-12-30
158947,20.25,93.25,Junta,0,2023-12-30
158948,20.25,93.75,AA,6,2023-12-30
158949,20.25,94.25,AA,6,2023-12-30
158950,20.25,94.75,Junta,0,2023-12-30
158951,20.25,95.25,Junta,0,2023-12-30
158952,20.25,95.75,Junta,0,2023-12-30
158953,20.25,96.25,Junta,0,2023-12-30
158954,20.25,96.75,Junta,0,2023-12-30
158955,20.25,97.25,Junta,0,2023-12-30
158956,20.25,97.75,Junta,0,2023-12-30
158957,20.25,98.25,Junta,0,2023-12-30
158958,20.25,98.75,Junta,0,2023-12-30
158959,20.25,99.25,Junta,0,2023-12-30
158960,20.25,99.75,Junta,0,2023-12-30
158961,20.25,100.25,Junta,0,2023-12-30
159665,20.75,92.25,Junta,0,2023-12-30
159666,20.75,92.75,AA,6,2023-12-30
159667,20.75,93.25,AA,6,2023-12-30
159668,20.75,93.75,AA,6,2023-12-30
159669,20.75,94.25,AA,6,2023-12-30
159670,20.75,94.75,Junta,0,2023-12-30
159671,20.75,95.25,Junta,0,2023-12-30
159672,20.75,95.75,Junta,0,2023-12-30
159673,20.75,96.25,Junta,0,2023-12-30
159674,20.75,96.75,Junta,0,2023-12-30
159675,20.75,97.25,Junta,0,2023-12-30
159676,20.75,97.75,Junta,0,2023-12-30
159677,20.75,98.25,Junta,0,2023-12-30
159678,20.75,98.75,Junta,0,2023-12-30
159679,20.75,99.25,Junta,0,2023-12-30
159680,20.75,99.75,Junta,0,2023-12-30
159681,20.75,100.25,Junta,0,2023-12-30
160385,21.25,92.25,AA,6,2023-12-30
160386,21.25,92.75,AA,6,2023-12-30
160387,21.25,93.25,AA,6,2023-12-30
160388,21.25,93.75,Chin Resistance,9,2023-12-30
160389,21.25,94.25,PDF,2,2023-12-30
160390,21.25,94.75,Junta,0,2023-12-30
160391,21.25,95.25,Junta,0,2023-12-30
160392,21.25,95.75,Junta,0,2023-12-30
160393,21.25,96.25,Junta,0,2023-12-30
160394,21.25,96.75,Junta,0,2023-12-30
160395,21.25,97.25,RCSS,13,2023-12-30
160396,21.25,97.75,Junta,0,2023-12-30
160397,21.25,98.25,Junta,0,2023-12-30
160398,21.25,98.75,Junta,0,2023-12-30
160399,21.25,99.25,Junta,0,2023-12-30
160400,21.25,99.75,Junta,0,2023-12-30
160401,21.25,100.25,Junta,0,2023-12-30
160402,21.25,100.75,Junta,0,2023-12-30
161105,21.75,92.25,AA,6,2023-12-30
161106,21.75,92.75,AA,6,2023-12-30
161107,21.75,93.25,Chin Resistance,9,2023-12-30
161108,21.75,93.75,Chin Resistance,9,2023-12-30
161109,21.75,94.25,Chin Resistance,9,2023-12-30
161110,21.75,94.75,PDF,2,2023-12-30
161111,21.75,95.25,PDF,2,2023-12-30
161112,21.75,95.75,Junta,0,2023-12-30
161113,21.75,96.25,Junta,0,2023-12-30
161114,21.75,96.75,Junta,0,2023-12-30
161115,21.75,97.25,RCSS,13,2023-12-30
161116,21.75,97.75,SSPP,12,2023-12-30
161117,21.75,98.25,SSPP,12,2023-12-30
161118,21.75,98.75,Junta,0,2023-12-30
161119,21.75,99.25,Junta,0,2023-12-30
161120,21.75,99.75,NDAA,14,2023-12-30
161121,21.75,100.25,NDAA,14,2023-12-30
161122,21.75,100.75,NDAA,14,2023-12-30
161123,21.75,101.25,Junta,0,2023-12-30
161826,22.25,92.75,Junta,0,2023-12-30
161827,22.25,93.25,Chin Resistance,9,2023-12-30
161828,22.25,93.75,Chin Resistance,9,2023-12-30
161829,22.25,94.25,Junta,0,2023-12-30
161830,22.25,94.75,Junta,0,2023-12-30
161831,22.25,95.25,Junta,0,2023-12-30
161832,22.25,95.75,Junta,0,2023-12-30
161833,22.25,96.25,Junta,0,2023-12-30
161834,22.25,96.75,Junta,0,2023-12-30
161835,22.25,97.25,SSPP,12,2023-12-30
161836,22.25,97.75,SSPP,12,2023-12-30
161837,22.25,98.25,SSPP,12,2023-12-30
161838,22.25,98.75,SSPP,12,2023-12-30
161839,22.25,99.25,UWSA,15,2023-12-30
161840,22.25,99.75,UWSA,15,2023-12-30
162547,22.75,93.25,Chin Resistance,9,2023-12-30
162548,22.75,93.75,Chin Resistance,9,2023-12-30
162549,22.75,94.25,Junta,0,2023-12-30
162550,22.75,94.75,Junta,0,2023-12-30
162551,22.75,95.25,Junta,0,2023-12-30
162552,22.75,95.75,Junta,0,2023-12-30
162553,22.75,96.25,PDF,2,2023-12-30
162554,22.75,96.75,TNLA,7,2023-12-30
162555,22.75,97.25,TNLA,7,2023-12-30
162556,22.75,97.75,SSPP,12,2023-12-30
162557,22.75,98.25,SSPP,12,2023-12-30
162558,22.75,98.75,SSPP,12,2023-12-30
162559,22.75,99.25,UWSA,15,2023-12-30
163267,23.25,93.25,Chin Resistance,9,2023-12-30
163268,23.25,93.75,Chin Resistance,9,2023-12-30
163269,23.25,94.25,Junta,0,2023-12-30
163270,23.25,94.75,Junta,0,2023-12-30
163271,23.25,95.25,Junta,0,2023-12-30
163272,23.25,95.75,Junta,0,2023-12-30
163273,23.25,96.25,Junta,0,2023-12-30
163274,23.25,96.75,KIA,3,2023-12-30
163275,23.25,97.25,KIA,3,2023-12-30
163276,23.25,97.75,MNDAA,8,2023-12-30
163277,23.25,98.25,Junta,0,2023-12-30
163278,23.25,98.75,UWSA,15,2023-12-30
163279,23.25,99.25,UWSA,15,2023-12-30
163987,23.75,93.25,ZRA,1,2023-12-30
163988,23.75,93.75,Chin Resistance,9,2023-12-30
163989,23.75,94.25,Chin Resistance,9,2023-12-30
163990,23.75,94.75,Junta,0,2023-12-30
163991,23.75,95.25,Junta,0,2023-12-30
163992,23.75,95.75,Junta,0,2023-12-30
163993,23.75,96.25,Junta,0,2023-12-30
163994,23.75,96.75,KIA,3,2023-12-30
163995,23.75,97.25,KIA,3,2023-12-30
163996,23.75,97.75,KIA,3,2023-12-30
163997,23.75,98.25,KIA,3,2023-12-30
163998,23.75,98.75,MNDAA,8,2023-12-30
164707,24.25,93.25,ZRA,1,2023-12-30
164708,24.25,93.75,ZRA,1,2023-12-30
164709,24.25,94.25,Junta,0,2023-12-30
164710,24.25,94.75,Junta,0,2023-12-30
164711,24.25,95.25,Junta,0,2023-12-30
164712,24.25,95.75,KIA,3,2023-12-30
164713,24.25,96.25,KIA,3,2023-12-30
164714,24.25,96.75,KIA,3,2023-12-30
164715,24.25,97.25,KIA,3,2023-12-30
164716,24.25,97.75,Junta,0,2023-12-30
164717,24.25,98.25,MNDAA,8,2023-12-30
164718,24.25,98.75,MNDAA,8,2023-12-30
165430,24.75,94.75,Junta,0,2023-12-30
165431,24.75,95.25,KIA,3,2023-12-30
165432,24.75,95.75,KIA,3,2023-12-30
165433,24.75,96.25,KIA,3,2023-12-30
165434,24.75,96.75,KIA,3,2023-12-30
165435,24.75,97.25,KIA,3,2023-12-30
165436,24.75,97.75,Junta,0,2023-12-30
166150,25.25,94.75,Junta,0,2023-12-30
166151,25.25,95.25,Junta,0,2023-12-30
166152,25.25,95.75,KIA,3,2023-12-30
166153,25.25,96.25,KIA,3,2023-12-30
166154,25.25,96.75,KIA,3,2023-12-30
166155,25.25,97.25,KIA,3,2023-12-30
166156,25.25,97.75,Junta,0,2023-12-30
166870,25.75,94.75,Junta,0,2023-12-30
166871,25.75,95.25,Junta,0,2023-12-30
166872,25.75,95.75,KIA,3,2023-12-30
166873,25.75,96.25,KIA,3,2023-12-30
166874,25.75,96.75,KIA,3,2023-12-30
166875,25.75,97.25,KIA,3,2023-12-30
166876,25.75,97.75,KIA,3,2023-12-30
166877,25.75,98.25,Junta,0,2023-12-30
166878,25.75,98.75,Junta,0,2023-12-30
167591,26.25,95.25,Junta,0,2023-12-30
167592,26.25,95.75,KIA,3,2023-12-30
167593,26.25,96.25,KIA,3,2023-12-30
167594,26.25,96.75,KIA,3,2023-12-30
167595,26.25,97.25,KIA,3,2023-12-30
167596,26.25,97.75,KIA,3,2023-12-30
167597,26.25,98.25,KIA,3,2023-12-30
167598,26.25,98.75,Junta,0,2023-12-30
168311,26.75,95.25,Junta,0,2023-12-30
168312,26.75,95.75,Junta,0,2023-12-30
168313,26.75,96.25,KIA,3,2023-12-30
168314,26.75,96.75,KIA,3,2023-12-30
168315,26.75,97.25,KIA,3,2023-12-30
168316,26.75,97.75,KIA,3,2023-12-30
168317,26.75,98.25,KIA,3,2023-12-30
168318,26.75,98.75,Junta,0,2023-12-30
169033,27.25,96.25,KIA,3,2023-12-30
169034,27.25,96.75,KIA,3,2023-12-30
169035,27.25,97.25,KIA,3,2023-12-30
169036,27.25,97.75,KIA,3,2023-12-30
169037,27.25,98.25,Junta,0,2023-12-30
169038,27.25,98.75,Junta,0,2023-12-30
169754,27.75,96.75,KIA,3,2023-12-30
169755,27.75,97.25,Junta,0,2023-12-30
169756,27.75,97.75,Junta,0,2023-12-30
169757,27.75,98.25,Junta,0,2023-12-30
170475,28.25,97.25,Junta,0,2023-12-30
170476,28.25,97.75,Junta,0,2023-12-30
170477,28.25,98.25,Junta,0,2023-12-30
144558,10.25,98.75,Junta,0,2024-01-01
145277,10.75,98.25,Junta,0,2024-01-01
145278,10.75,98.75,Junta,0,2024-01-01
145998,11.25,98.75,Junta,0,2024-01-01
145999,11.25,99.25,PDF,2,2024-01-01
146717,11.75,98.25,Junta,0,2024-01-01
146718,11.75,98.75,PDF,2,2024-01-01
146719,11.75,99.25,PDF,2,2024-01-01
146720,11.75,99.75,Junta,0,2024-01-01
147437,12.25,98.25,Junta,0,2024-01-01
147438,12.25,98.75,Junta,0,2024-01-01
147439,12.25,99.25,PDF,2,2024-01-01
148157,12.75,98.25,Junta,0,2024-01-01
148158,12.75,98.75,Junta,0,2024-01-01
148159,12.75,99.25,PDF,2,2024-01-01
148878,13.25,98.75,Junta,0,2024-01-01
148879,13.25,99.25,PDF,2,2024-01-01
149597,13.75,98.25,Junta,0,2024-01-01
149598,13.75,98.75,Karen,4,2024-01-01
149599,13.75,99.25,Karen,4,2024-01-01
150317,14.25,98.25,Junta,0,2024-01-01
150318,14.25,98.75,Karen,4,2024-01-01
151036,14.75,97.75,Junta,0,2024-01-01
151037,14.75,98.25,Karen,4,2024-01-01
151756,15.25,97.75,Junta,0,2024-01-01
151757,15.25,98.25,Junta,0,2024-01-01
152471,15.75,95.25,Junta,0,2024-01-01
152472,15.75,95.75,Junta,0,2024-01-01
152476,15.75,97.75,Junta,0,2024-01-01
152477,15.75,98.25,Karen,4,2024-01-01
153189,16.25,94.25,Junta,0,2024-01-01
153190,16.25,94.75,Junta,0,2024-01-01
153191,16.25,95.25,Junta,0,2024-01-01
153192,16.25,95.75,Junta,0,2024-01-01
153193,16.25,96.25,Junta,0,2024-01-01
153196,16.25,97.75,Junta,0,2024-01-01
153197,16.25,98.25,Karen,4,2024-01-01
153198,16.25,98.75,Karen,4,2024-01-01
153909,16.75,94.25,Junta,0,2024-01-01
153910,16.75,94.75,Junta,0,2024-01-01
153911,16.75,95.25,Junta,0,2024-01-01
153912,16.75,95.75,Junta,0,2024-01-01
153913,16.75,96.25,Junta,0,2024-01-01
153914,16.75,96.75,Junta,0,2024-01-01
153915,16.75,97.25,Junta,0,2024-01-01
153916,16.75,97.75,Junta,0,2024-01-01
153917,16.75,98.25,Karen,4,2024-01-01
153918,16.75,98.75,Karen,4,2024-01-01
154630,17.25,94.75,Junta,0,2024-01-01
154631,17.25,95.25,Junta,0,2024-01-01
154632,17.25,95.75,Junta,0,2024-01-01
154633,17.25,96.25,Junta,0,2024-01-01
154634,17.25,96.75,Junta,0,2024-01-01
154635,17.25,97.25,Junta,0,2024-01-01
154636,17.25,97.75,Junta,0,2024-01-01
154637,17.25,98.25,Junta,0,2024-01-01
155350,17.75,94.75,Junta,0,2024-01-01
155351,17.75,95.25,Junta,0,2024-01-01
155352,17.75,95.75,Junta,0,2024-01-01
155353,17.75,96.25,Junta,0,2024-01-01
155354,17.75,96.75,Junta,0,2024-01-01
155355,17.75,97.25,Junta,0,2024-01-01
155356,17.75,97.75,Junta,0,2024-01-01
156069,18.25,94.25,Junta,0,2024-01-01
156070,18.25,94.75,Junta,0,2024-01-01
156071,18.25,95.25,Junta,0,2024-01-01
156072,18.25,95.75,Junta,0,2024-01-01
156073,18.25,96.25,PDF,2,2024-01-01
156074,18.25,96.75,Junta,0,2024-01-01
156075,18.25,97.25,Junta,0,2024-01-01
156076,18.25,97.75,Junta,0,2024-01-01
156788,18.75,93.75,Junta,0,2024-01-01
156789,18.75,94.25,Junta,0,2024-01-01
156790,18.75,94.75,Junta,0,2024-01-01
156791,18.75,95.25,Junta,0,2024-01-01
156792,18.75,95.75,PDF,2,2024-01-01
156793,18.75,96.25,PDF,2,2024-01-01
156794,18.75,96.75,Junta,0,2024-01-01
156795,18.75,97.25,Karenni,5,2024-01-01
156796,18.75,97.75,Karenni,5,2024-01-01
157508,19.25,93.75,Junta,0,2024-01-01
157509,19.25,94.25,Junta,0,2024-01-01
157510,19.25,94.75,Junta,0,2024-01-01
157511,19.25,95.25,Junta,0,2024-01-01
157512,19.25,95.75,Junta,0,2024-01-01
157513,19.25,96.25,Junta,0,2024-01-01
157514,19.25,96.75,Junta,0,2024-01-01
157515,19.25,97.25,Karenni,5,2024-01-01
157516,19.25,97.75,Karenni,5,2024-01-01
158228,19.75,93.75,Junta,0,2024-01-01
158229,19.75,94.25,Junta,0,2024-01-01
158230,19.75,94.75,Junta,0,2024-01-01
158231,19.75,95.25,Junta,0,2024-01-01
158232,19.75,95.75,Junta,0,2024-01-01
158233,19.75,96.25,Junta,0,2024-01-01
158234,19.75,96.75,Karenni,5,2024-01-01
158235,19.75,97.25,Karenni,5,2024-01-01
158236,19.75,97.75,Junta,0,2024-01-01
158237,19.75,98.25,Junta,0,2024-01-01
158238,19.75,98.75,Junta,0,2024-01-01
158946,20.25,92.75,Junta,0,2024-01-01
158947,20.25,93.25,Junta,0,2024-01-01
158948,20.25,93.75,AA,6,2024-01-01
158949,20.25,94.25,AA,6,2024-01-01
158950,20.25,94.75,Junta,0,2024-01-01
158951,20.25,95.25,Junta,0,2024-01-01
158952,20.25,95.75,Junta,0,2024-01-01
158953,20.25,96.25,Junta,0,2024-01-01
158954,20.25,96.75,Junta,0,2024-01-01
158955,20.25,97.25,Junta,0,2024-01-01
158956,20.25,97.75,Junta,0,2024-01-01
158957,20.25,98.25,Junta,0,2024-01-01
158958,20.25,98.75,Junta,0,2024-01-01
158959,20.25,99.25,Junta,0,2024-01-01
158960,20.25,99.75,Junta,0,2024-01-01
158961,20.25,100.25,Junta,0,2024-01-01
159665,20.75,92.25,Junta,0,2024-01-01
159666,20.75,92.75,AA,6,2024-01-01
159667,20.75,93.25,AA,6,2024-01-01
159668,20.75,93.75,AA,6,2024-01-01
159669,20.75,94.25,AA,6,2024-01-01
159670,20.75,94.75,Junta,0,2024-01-01
159671,20.75,95.25,Junta,0,2024-01-01
159672,20.75,95.75,Junta,0,2024-01-01
159673,20.75,96.25,Junta,0,2024-01-01
159674,20.75,96.75,Junta,0,2024-01-01
159675,20.75,97.25,Junta,0,2024-01-01
159676,20.75,97.75,Junta,0,2024-01-01
159677,20.75,98.25,Junta,0,2024-01-01
159678,20.75,98.75,Junta,0,2024-01-01
159679,20.75,99.25,Junta,0,2024-01-01
159680,20.75,99.75,Junta,0,2024-01-01
159681,20.75,100.25,Junta,0,2024-01-01
160385,21.25,92.25,AA,6,2024-01-01
160386,21.25,92.75,AA,6,2024-01-01
160387,21.25,93.25,AA,6,2024-01-01
160388,21.25,93.75,Chin Resistance,9,2024-01-01
160389,21.25,94.25,PDF,2,2024-01-01
160390,21.25,94.75,Junta,0,2024-01-01
160391,21.25,95.25,Junta,0,2024-01-01
160392,21.25,95.75,Junta,0,2024-01-01
160393,21.25,96.25,Junta,0,2024-01-01
160394,21.25,96.75,Junta,0,2024-01-01
160395,21.25,97.25,RCSS,13,2024-01-01
160396,21.25,97.75,Junta,0,2024-01-01
160397,21.25,98.25,Junta,0,2024-01-01
160398,21.25,98.75,Junta,0,2024-01-01
160399,21.25,99.25,Junta,0,2024-01-01
160400,21.25,99.75,Junta,0,2024-01-01
160401,21.25,100.25,Junta,0,2024-01-01
160402,21.25,100.75,Junta,0,2024-01-01
161105,21.75,92.25,AA,6,2024-01-01
161106,21.75,92.75,AA,6,2024-01-01
161107,21.75,93.25,Chin Resistance,9,2024-01-01
161108,21.75,93.75,Chin Resistance,9,2024-01-01
161109,21.75,94.25,Chin Resistance,9,2024-01-01
161110,21.75,94.75,PDF,2,2024-01-01
161111,21.75,95.25,PDF,2,2024-01-01
161112,21.75,95.75,Junta,0,2024-01-01
161113,21.75,96.25,Junta,0,2024-01-01
161114,21.75,96.75,Junta,0,2024-01-01
161115,21.75,97.25,RCSS,13,2024-01-01
161116,21.75,97.75,SSPP,12,2024-01-01
161117,21.75,98.25,SSPP,12,2024-01-01
161118,21.75,98.75,Junta,0,2024-01-01
161119,21.75,99.25,Junta,0,2024-01-01
161120,21.75,99.75,NDAA,14,2024-01-01
161121,21.75,100.25,NDAA,14,2024-01-01
161122,21.75,100.75,NDAA,14,2024-01-01
161123,21.75,101.25,Junta,0,2024-01-01
161826,22.25,92.75,AA,6,2024-01-01
161827,22.25,93.25,Chin Resistance,9,2024-01-01
161828,22.25,93.75,Chin Resistance,9,2024-01-01
161829,22.25,94.25,Junta,0,2024-01-01
161830,22.25,94.75,Junta,0,2024-01-01
161831,22.25,95.25,Junta,0,2024-01-01
161832,22.25,95.75,Junta,0,2024-01-01
161833,22.25,96.25,Junta,0,2024-01-01
161834,22.25,96.75,Junta,0,2024-01-01
161835,22.25,97.25,SSPP,12,2024-01-01
161836,22.25,97.75,SSPP,12,2024-01-01
161837,22.25,98.25,SSPP,12,2024-01-01
161838,22.25,98.75,SSPP,12,2024-01-01
161839,22.25,99.25,UWSA,15,2024-01-01
161840,22.25,99.75,UWSA,15,2024-01-01
162547,22.75,93.25,Chin Resistance,9,2024-01-01
162548,22.75,93.75,Chin Resistance,9,2024-01-01
162549,22.75,94.25,Junta,0,2024-01-01
162550,22.75,94.75,Junta,0,2024-01-01
162551,22.75,95.25,Junta,0,2024-01-01
162552,22.75,95.75,Junta,0,2024-01-01
162553,22.75,96.25,PDF,2,2024-01-01
162554,22.75,96.75,TNLA,7,2024-01-01
162555,22.75,97.25,TNLA,7,2024-01-01
162556,22.75,97.75,SSPP,12,2024-01-01
162557,22.75,98.25,SSPP,12,2024-01-01
162558,22.75,98.75,SSPP,12,2024-01-01
162559,22.75,99.25,UWSA,15,2024-01-01
163267,23.25,93.25,Chin Resistance,9,2024-01-01
163268,23.25,93.75,Chin Resistance,9,2024-01-01
163269,23.25,94.25,Junta,0,2024-01-01
163270,23.25,94.75,Junta,0,2024-01-01
163271,23.25,95.25,Junta,0,2024-01-01
163272,23.25,95.75,Junta,0,2024-01-01
163273,23.25,96.25,Junta,0,2024-01-01
163274,23.25,96.75,KIA,3,2024-01-01
163275,23.25,97.25,TNLA,7,2024-01-01
163276,23.25,97.75,MNDAA,8,2024-01-01
163277,23.25,98.25,Junta,0,2024-01-01
163278,23.25,98.75,UWSA,15,2024-01-01
163279,23.25,99.25,UWSA,15,2024-01-01
163987,23.75,93.25,ZRA,1,2024-01-01
163988,23.75,93.75,Chin Resistance,9,2024-01-01
163989,23.75,94.25,Chin Resistance,9,2024-01-01
163990,23.75,94.75,Junta,0,2024-01-01
163991,23.75,95.25,Junta,0,2024-01-01
163992,23.75,95.75,Junta,0,2024-01-01
163993,23.75,96.25,Junta,0,2024-01-01
163994,23.75,96.75,KIA,3,2024-01-01
163995,23.75,97.25,KIA,3,2024-01-01
163996,23.75,97.75,KIA,3,2024-01-01
163997,23.75,98.25,KIA,3,2024-01-01
163998,23.75,98.75,MNDAA,8,2024-01-01
164707,24.25,93.25,ZRA,1,2024-01-01
164708,24.25,93.75,ZRA,1,2024-01-01
164709,24.25,94.25,Junta,0,2024-01-01
164710,24.25,94.75,Junta,0,2024-01-01
164711,24.25,95.25,Junta,0,2024-01-01
164712,24.25,95.75,KIA,3,2024-01-01
164713,24.25,96.25,KIA,3,2024-01-01
164714,24.25,96.75,KIA,3,2024-01-01
164715,24.25,97.25,KIA,3,2024-01-01
164716,24.25,97.75,Junta,0,2024-01-01
164717,24.25,98.25,MNDAA,8,2024-01-01
164718,24.25,98.75,MNDAA,8,2024-01-01
165430,24.75,94.75,Junta,0,2024-01-01
165431,24.75,95.25,KIA,3,2024-01-01
165432,24.75,95.75,KIA,3,2024-01-01
165433,24.75,96.25,KIA,3,2024-01-01
165434,24.75,96.75,KIA,3,2024-01-01
165435,24.75,97.25,KIA,3,2024-01-01
165436,24.75,97.75,Junta,0,2024-01-01
166150,25.25,94.75,Junta,0,2024-01-01
166151,25.25,95.25,Junta,0,2024-01-01
166152,25.25,95.75,KIA,3,2024-01-01
166153,25.25,96.25,KIA,3,2024-01-01
166154,25.25,96.75,KIA,3,2024-01-01
166155,25.25,97.25,KIA,3,2024-01-01
166156,25.25,97.75,Junta,0,2024-01-01
166870,25.75,94.75,Junta,0,2024-01-01
166871,25.75,95.25,Junta,0,2024-01-01
166872,25.75,95.75,KIA,3,2024-01-01
166873,25.75,96.25,KIA,3,2024-01-01
166874,25.75,96.75,KIA,3,2024-01-01
166875,25.75,97.25,KIA,3,2024-01-01
166876,25.75,97.75,KIA,3,2024-01-01
166877,25.75,98.25,Junta,0,2024-01-01
166878,25.75,98.75,Junta,0,2024-01-01
167591,26.25,95.25,Junta,0,2024-01-01
167592,26.25,95.75,KIA,3,2024-01-01
167593,26.25,96.25,KIA,3,2024-01-01
167594,26.25,96.75,KIA,3,2024-01-01
167595,26.25,97.25,KIA,3,2024-01-01
167596,26.25,97.75,KIA,3,2024-01-01
167597,26.25,98.25,KIA,3,2024-01-01
167598,26.25,98.75,Junta,0,2024-01-01
168311,26.75,95.25,Junta,0,2024-01-01
168312,26.75,95.75,Junta,0,2024-01-01
168313,26.75,96.25,KIA,3,2024-01-01
168314,26.75,96.75,KIA,3,2024-01-01
168315,26.75,97.25,KIA,3,2024-01-01
168316,26.75,97.75,KIA,3,2024-01-01
168317,26.75,98.25,KIA,3,2024-01-01
168318,26.75,98.75,Junta,0,2024-01-01
169033,27.25,96.25,KIA,3,2024-01-01
169034,27.25,96.75,KIA,3,2024-01-01
169035,27.25,97.25,KIA,3,2024-01-01
169036,27.25,97.75,KIA,3,2024-01-01
169037,27.25,98.25,Junta,0,2024-01-01
169038,27.25,98.75,Junta,0,2024-01-01
169754,27.75,96.75,KIA,3,2024-01-01
169755,27.75,97.25,Junta,0,2024-01-01
169756,27.75,97.75,Junta,0,2024-01-01
169757,27.75,98.25,Junta,0,2024-01-01
170475,28.25,97.25,Junta,0,2024-01-01
170476,28.25,97.75,Junta,0,2024-01-01
170477,28.25,98.25,Junta,0,2024-01-01
144558,10.25,98.75,Junta,0,2024-01-02
145277,10.75,98.25,Junta,0,2024-01-02
