priogrid_gid,lat,lon,faction,faction_id,date
153910,16.75,94.75,Junta,0,2024-08-09
153911,16.75,95.25,Junta,0,2024-08-09
153912,16.75,95.75,Junta,0,2024-08-09
153913,16.75,96.25,Junta,0,2024-08-09
153914,16.75,96.75,Junta,0,2024-08-09
153915,16.75,97.25,Junta,0,2024-08-09
153916,16.75,97.75,Junta,0,2024-08-09
153917,16.75,98.25,Junta,0,2024-08-09
154630,17.25,94.75,Junta,0,2024-08-09
154631,17.25,95.25,Junta,0,2024-08-09
154632,17.25,95.75,Junta,0,2024-08-09
154633,17.25,96.25,Junta,0,2024-08-09
154634,17.25,96.75,Junta,0,2024-08-09
154635,17.25,97.25,Karen,4,2024-08-09
154636,17.25,97.75,Karen,4,2024-08-09
154637,17.25,98.25,Karen,4,2024-08-09
155350,17.75,94.75,Junta,0,2024-08-09
155351,17.75,95.25,Junta,0,2024-08-09
155352,17.75,95.75,Junta,0,2024-08-09
155353,17.75,96.25,Junta,0,2024-08-09
155354,17.75,96.75,Karen,4,2024-08-09
155355,17.75,97.25,Karen,4,2024-08-09
155356,17.75,97.75,Karen,4,2024-08-09
156069,18.25,94.25,Junta,0,2024-08-09
156070,18.25,94.75,Junta,0,2024-08-09
156071,18.25,95.25,Junta,0,2024-08-09
156072,18.25,95.75,Junta,0,2024-08-09
156073,18.25,96.25,PDF,2,2024-08-09
156074,18.25,96.75,Karen,4,2024-08-09
156075,18.25,97.25,Karen,4,2024-08-09
156076,18.25,97.75,Karen,4,2024-08-09
156788,18.75,93.75,Junta,0,2024-08-09
156789,18.75,94.25,Junta,0,2024-08-09
156790,18.75,94.75,Junta,0,2024-08-09
156791,18.75,95.25,Junta,0,2024-08-09
156792,18.75,95.75,PDF,2,2024-08-09
156793,18.75,96.25,PDF,2,2024-08-09
156794,18.75,96.75,Karen,4,2024-08-09
156795,18.75,97.25,Karenni,5,2024-08-09
156796,18.75,97.75,Karenni,5,2024-08-09
157508,19.25,93.75,Junta,0,2024-08-09
157509,19.25,94.25,Junta,0,2024-08-09
157510,19.25,94.75,Junta,0,2024-08-09
157511,19.25,95.25,Junta,0,2024-08-09
157512,19.25,95.75,Junta,0,2024-08-09
157513,19.25,96.25,Junta,0,2024-08-09
157514,19.25,96.75,Karen,4,2024-08-09
157515,19.25,97.25,Karenni,5,2024-08-09
157516,19.25,97.75,Karenni,5,2024-08-09
158228,19.75,93.75,AA,6,2024-08-09
158229,19.75,94.25,AA,6,2024-08-09
158230,19.75,94.75,Junta,0,2024-08-09
158231,19.75,95.25,Junta,0,2024-08-09
158232,19.75,95.75,Junta,0,2024-08-09
158233,19.75,96.25,Junta,0,2024-08-09
158234,19.75,96.75,Karenni,5,2024-08-09
158235,19.75,97.25,Karenni,5,2024-08-09
158236,19.75,97.75,Junta,0,2024-08-09
158237,19.75,98.25,Junta,0,2024-08-09
158238,19.75,98.75,Junta,0,2024-08-09
158946,20.25,92.75,Junta,0,2024-08-09
158947,20.25,93.25,Junta,0,2024-08-09
158948,20.25,93.75,AA,6,2024-08-09
158949,20.25,94.25,AA,6,2024-08-09
158950,20.25,94.75,Junta,0,2024-08-09
158951,20.25,95.25,Junta,0,2024-08-09
158952,20.25,95.75,Junta,0,2024-08-09
158953,20.25,96.25,Junta,0,2024-08-09
158954,20.25,96.75,Junta,0,2024-08-09
158955,20.25,97.25,Junta,0,2024-08-09
158956,20.25,97.75,Junta,0,2024-08-09
158957,20.25,98.25,Junta,0,2024-08-09
158958,20.25,98.75,Junta,0,2024-08-09
158959,20.25,99.25,Junta,0,2024-08-09
158960,20.25,99.75,Junta,0,2024-08-09
158961,20.25,100.25,Junta,0,2024-08-09
159665,20.75,92.25,Junta,0,2024-08-09
159666,20.75,92.75,AA,6,2024-08-09
159667,20.75,93.25,AA,6,2024-08-09
159668,20.75,93.75,AA,6,2024-08-09
159669,20.75,94.25,AA,6,2024-08-09
159670,20.75,94.75,Junta,0,2024-08-09
159671,20.75,95.25,Junta,0,2024-08-09
159672,20.75,95.75,Junta,0,2024-08-09
159673,20.75,96.25,Junta,0,2024-08-09
159674,20.75,96.75,Junta,0,2024-08-09
159675,20.75,97.25,Junta,0,2024-08-09
159676,20.75,97.75,Junta,0,2024-08-09
159677,20.75,98.25,Junta,0,2024-08-09
159678,20.75,98.75,Junta,0,2024-08-09
159679,20.75,99.25,Junta,0,2024-08-09
159680,20.75,99.75,Junta,0,2024-08-09
159681,20.75,100.25,Junta,0,2024-08-09
160385,21.25,92.25,AA,6,2024-08-09
160386,21.25,92.75,AA,6,2024-08-09
160387,21.25,93.25,Chin Resistance,9,2024-08-09
160388,21.25,93.75,Chin Resistance,9,2024-08-09
160389,21.25,94.25,PDF,2,2024-08-09
160390,21.25,94.75,Junta,0,2024-08-09
160391,21.25,95.25,Junta,0,2024-08-09
160392,21.25,95.75,Junta,0,2024-08-09
160393,21.25,96.25,Junta,0,2024-08-09
160394,21.25,96.75,Junta,0,2024-08-09
160395,21.25,97.25,SSPP,12,2024-08-09
160396,21.25,97.75,SSPP,12,2024-08-09
160397,21.25,98.25,Junta,0,2024-08-09
160398,21.25,98.75,Junta,0,2024-08-09
160399,21.25,99.25,Junta,0,2024-08-09
160400,21.25,99.75,Junta,0,2024-08-09
160401,21.25,100.25,Junta,0,2024-08-09
160402,21.25,100.75,Junta,0,2024-08-09
161105,21.75,92.25,AA,6,2024-08-09
161106,21.75,92.75,AA,6,2024-08-09
161107,21.75,93.25,Chin Resistance,9,2024-08-09
161108,21.75,93.75,Chin Resistance,9,2024-08-09
161109,21.75,94.25,Chin Resistance,9,2024-08-09
161110,21.75,94.75,Junta,0,2024-08-09
161111,21.75,95.25,PDF,2,2024-08-09
161112,21.75,95.75,Junta,0,2024-08-09
161113,21.75,96.25,Junta,0,2024-08-09
161114,21.75,96.75,Junta,0,2024-08-09
161115,21.75,97.25,SSPP,12,2024-08-09
161116,21.75,97.75,SSPP,12,2024-08-09
161117,21.75,98.25,SSPP,12,2024-08-09
161118,21.75,98.75,Junta,0,2024-08-09
161119,21.75,99.25,Junta,0,2024-08-09
161120,21.75,99.75,NDAA,14,2024-08-09
161121,21.75,100.25,NDAA,14,2024-08-09
161122,21.75,100.75,NDAA,14,2024-08-09
161123,21.75,101.25,Junta,0,2024-08-09
161826,22.25,92.75,AA,6,2024-08-09
161827,22.25,93.25,Chin Resistance,9,2024-08-09
161828,22.25,93.75,Chin Resistance,9,2024-08-09
161829,22.25,94.25,Junta,0,2024-08-09
161830,22.25,94.75,Junta,0,2024-08-09
161831,22.25,95.25,Junta,0,2024-08-09
161832,22.25,95.75,Junta,0,2024-08-09
161833,22.25,96.25,Junta,0,2024-08-09
161834,22.25,96.75,Junta,0,2024-08-09
161835,22.25,97.25,SSPP,12,2024-08-09
161836,22.25,97.75,SSPP,12,2024-08-09
161837,22.25,98.25,SSPP,12,2024-08-09
161838,22.25,98.75,SSPP,12,2024-08-09
161839,22.25,99.25,UWSA,15,2024-08-09
161840,22.25,99.75,UWSA,15,2024-08-09
162547,22.75,93.25,Chin Resistance,9,2024-08-09
162548,22.75,93.75,Chin Resistance,9,2024-08-09
162549,22.75,94.25,Junta,0,2024-08-09
162550,22.75,94.75,Junta,0,2024-08-09
162551,22.75,95.25,Junta,0,2024-08-09
162552,22.75,95.75,Junta,0,2024-08-09
162553,22.75,96.25,PDF,2,2024-08-09
162554,22.75,96.75,Junta,0,2024-08-09
162555,22.75,97.25,Junta,0,2024-08-09
162556,22.75,97.75,SSPP,12,2024-08-09
162557,22.75,98.25,SSPP,12,2024-08-09
162558,22.75,98.75,SSPP,12,2024-08-09
162559,22.75,99.25,UWSA,15,2024-08-09
163267,23.25,93.25,Chin Resistance,9,2024-08-09
163268,23.25,93.75,Chin Resistance,9,2024-08-09
163269,23.25,94.25,Junta,0,2024-08-09
163270,23.25,94.75,Junta,0,2024-08-09
163271,23.25,95.25,Junta,0,2024-08-09
163272,23.25,95.75,Junta,0,2024-08-09
163273,23.25,96.25,Junta,0,2024-08-09
163274,23.25,96.75,KIA,3,2024-08-09
163275,23.25,97.25,Junta,0,2024-08-09
163276,23.25,97.75,Junta,0,2024-08-09
163277,23.25,98.25,Junta,0,2024-08-09
163278,23.25,98.75,UWSA,15,2024-08-09
163279,23.25,99.25,UWSA,15,2024-08-09
163987,23.75,93.25,Chin Resistance,9,2024-08-09
163988,23.75,93.75,Chin Resistance,9,2024-08-09
163989,23.75,94.25,Chin Resistance,9,2024-08-09
163990,23.75,94.75,Junta,0,2024-08-09
163991,23.75,95.25,Junta,0,2024-08-09
163992,23.75,95.75,Junta,0,2024-08-09
163993,23.75,96.25,Junta,0,2024-08-09
163994,23.75,96.75,KIA,3,2024-08-09
163995,23.75,97.25,KIA,3,2024-08-09
163996,23.75,97.75,KIA,3,2024-08-09
163997,23.75,98.25,KIA,3,2024-08-09
163998,23.75,98.75,Junta,0,2024-08-09
164707,24.25,93.25,Chin Resistance,9,2024-08-09
164708,24.25,93.75,Chin Resistance,9,2024-08-09
164709,24.25,94.25,Junta,0,2024-08-09
164710,24.25,94.75,Junta,0,2024-08-09
164711,24.25,95.25,Junta,0,2024-08-09
164712,24.25,95.75,KIA,3,2024-08-09
164713,24.25,96.25,KIA,3,2024-08-09
164714,24.25,96.75,KIA,3,2024-08-09
164715,24.25,97.25,KIA,3,2024-08-09
164716,24.25,97.75,Junta,0,2024-08-09
164717,24.25,98.25,Junta,0,2024-08-09
164718,24.25,98.75,Junta,0,2024-08-09
165430,24.75,94.75,Junta,0,2024-08-09
165431,24.75,95.25,KIA,3,2024-08-09
165432,24.75,95.75,KIA,3,2024-08-09
165433,24.75,96.25,KIA,3,2024-08-09
165434,24.75,96.75,KIA,3,2024-08-09
165435,24.75,97.25,KIA,3,2024-08-09
165436,24.75,97.75,Junta,0,2024-08-09
166150,25.25,94.75,Junta,0,2024-08-09
166151,25.25,95.25,Junta,0,2024-08-09
166152,25.25,95.75,KIA,3,2024-08-09
166153,25.25,96.25,KIA,3,2024-08-09
166154,25.25,96.75,KIA,3,2024-08-09
166155,25.25,97.25,KIA,3,2024-08-09
166156,25.25,97.75,Junta,0,2024-08-09
166870,25.75,94.75,Junta,0,2024-08-09
166871,25.75,95.25,Junta,0,2024-08-09
166872,25.75,95.75,KIA,3,2024-08-09
166873,25.75,96.25,KIA,3,2024-08-09
166874,25.75,96.75,KIA,3,2024-08-09
166875,25.75,97.25,KIA,3,2024-08-09
166876,25.75,97.75,KIA,3,2024-08-09
166877,25.75,98.25,Junta,0,2024-08-09
166878,25.75,98.75,Junta,0,2024-08-09
167591,26.25,95.25,Junta,0,2024-08-09
167592,26.25,95.75,KIA,3,2024-08-09
167593,26.25,96.25,KIA,3,2024-08-09
167594,26.25,96.75,KIA,3,2024-08-09
167595,26.25,97.25,KIA,3,2024-08-09
167596,26.25,97.75,KIA,3,2024-08-09
167597,26.25,98.25,KIA,3,2024-08-09
167598,26.25,98.75,Junta,0,2024-08-09
168311,26.75,95.25,Junta,0,2024-08-09
168312,26.75,95.75,Junta,0,2024-08-09
168313,26.75,96.25,KIA,3,2024-08-09
168314,26.75,96.75,KIA,3,2024-08-09
168315,26.75,97.25,KIA,3,2024-08-09
168316,26.75,97.75,KIA,3,2024-08-09
168317,26.75,98.25,KIA,3,2024-08-09
168318,26.75,98.75,Junta,0,2024-08-09
169033,27.25,96.25,KIA,3,2024-08-09
169034,27.25,96.75,KIA,3,2024-08-09
169035,27.25,97.25,KIA,3,2024-08-09
169036,27.25,97.75,KIA,3,2024-08-09
169037,27.25,98.25,Junta,0,2024-08-09
169038,27.25,98.75,Junta,0,2024-08-09
169754,27.75,96.75,KIA,3,2024-08-09
169755,27.75,97.25,Junta,0,2024-08-09
169756,27.75,97.75,Junta,0,2024-08-09
169757,27.75,98.25,Junta,0,2024-08-09
170475,28.25,97.25,Junta,0,2024-08-09
170476,28.25,97.75,Junta,0,2024-08-09
170477,28.25,98.25,Junta,0,2024-08-09
144558,10.25,98.75,Junta,0,2024-08-12
145277,10.75,98.25,Junta,0,2024-08-12
145278,10.75,98.75,Junta,0,2024-08-12
145998,11.25,98.75,Junta,0,2024-08-12
145999,11.25,99.25,PDF,2,2024-08-12
146717,11.75,98.25,Junta,0,2024-08-12
146718,11.75,98.75,PDF,2,2024-08-12
146719,11.75,99.25,PDF,2,2024-08-12
146720,11.75,99.75,Junta,0,2024-08-12
147437,12.25,98.25,Junta,0,2024-08-12
147438,12.25,98.75,Junta,0,2024-08-12
147439,12.25,99.25,PDF,2,2024-08-12
148157,12.75,98.25,Junta,0,2024-08-12
148158,12.75,98.75,Junta,0,2024-08-12
148159,12.75,99.25,PDF,2,2024-08-12
148878,13.25,98.75,Junta,0,2024-08-12
148879,13.25,99.25,PDF,2,2024-08-12
149597,13.75,98.25,Junta,0,2024-08-12
149598,13.75,98.75,Karen,4,2024-08-12
149599,13.75,99.25,Karen,4,2024-08-12
150317,14.25,98.25,Junta,0,2024-08-12
150318,14.25,98.75,Karen,4,2024-08-12
151036,14.75,97.75,Junta,0,2024-08-12
151037,14.75,98.25,Karen,4,2024-08-12
151756,15.25,97.75,Junta,0,2024-08-12
151757,15.25,98.25,Junta,0,2024-08-12
152471,15.75,95.25,Junta,0,2024-08-12
152472,15.75,95.75,Junta,0,2024-08-12
152476,15.75,97.75,Junta,0,2024-08-12
152477,15.75,98.25,Junta,0,2024-08-12
153189,16.25,94.25,Junta,0,2024-08-12
153190,16.25,94.75,Junta,0,2024-08-12
153191,16.25,95.25,Junta,0,2024-08-12
153192,16.25,95.75,Junta,0,2024-08-12
153193,16.25,96.25,Junta,0,2024-08-12
153196,16.25,97.75,Junta,0,2024-08-12
153197,16.25,98.25,Junta,0,2024-08-12
153198,16.25,98.75,Junta,0,2024-08-12
153909,16.75,94.25,Junta,0,2024-08-12
153910,16.75,94.75,Junta,0,2024-08-12
153911,16.75,95.25,Junta,0,2024-08-12
153912,16.75,95.75,Junta,0,2024-08-12
153913,16.75,96.25,Junta,0,2024-08-12
153914,16.75,96.75,Junta,0,2024-08-12
153915,16.75,97.25,Junta,0,2024-08-12
153916,16.75,97.75,Junta,0,2024-08-12
153917,16.75,98.25,Junta,0,2024-08-12
154630,17.25,94.75,Junta,0,2024-08-12
154631,17.25,95.25,Junta,0,2024-08-12
154632,17.25,95.75,Junta,0,2024-08-12
154633,17.25,96.25,Junta,0,2024-08-12
154634,17.25,96.75,Junta,0,2024-08-12
154635,17.25,97.25,Karen,4,2024-08-12
154636,17.25,97.75,Karen,4,2024-08-12
154637,17.25,98.25,Karen,4,2024-08-12
155350,17.75,94.75,Junta,0,2024-08-12
155351,17.75,95.25,Junta,0,2024-08-12
155352,17.75,95.75,Junta,0,2024-08-12
155353,17.75,96.25,Junta,0,2024-08-12
155354,17.75,96.75,Karen,4,2024-08-12
155355,17.75,97.25,Karen,4,2024-08-12
155356,17.75,97.75,Karen,4,2024-08-12
156069,18.25,94.25,Junta,0,2024-08-12
156070,18.25,94.75,Junta,0,2024-08-12
156071,18.25,95.25,Junta,0,2024-08-12
156072,18.25,95.75,Junta,0,2024-08-12
156073,18.25,96.25,PDF,2,2024-08-12
156074,18.25,96.75,Karen,4,2024-08-12
156075,18.25,97.25,Karen,4,2024-08-12
156076,18.25,97.75,Karen,4,2024-08-12
156788,18.75,93.75,Junta,0,2024-08-12
156789,18.75,94.25,Junta,0,2024-08-12
156790,18.75,94.75,Junta,0,2024-08-12
156791,18.75,95.25,Junta,0,2024-08-12
156792,18.75,95.75,PDF,2,2024-08-12
156793,18.75,96.25,PDF,2,2024-08-12
156794,18.75,96.75,Karen,4,2024-08-12
156795,18.75,97.25,Karenni,5,2024-08-12
156796,18.75,97.75,Karenni,5,2024-08-12
157508,19.25,93.75,Junta,0,2024-08-12
157509,19.25,94.25,Junta,0,2024-08-12
157510,19.25,94.75,Junta,0,2024-08-12
157511,19.25,95.25,Junta,0,2024-08-12
157512,19.25,95.75,Junta,0,2024-08-12
157513,19.25,96.25,Junta,0,2024-08-12
157514,19.25,96.75,Karen,4,2024-08-12
157515,19.25,97.25,Karenni,5,2024-08-12
157516,19.25,97.75,Karenni,5,2024-08-12
158228,19.75,93.75,AA,6,2024-08-12
158229,19.75,94.25,AA,6,2024-08-12
158230,19.75,94.75,Junta,0,2024-08-12
158231,19.75,95.25,Junta,0,2024-08-12
158232,19.75,95.75,Junta,0,2024-08-12
158233,19.75,96.25,Junta,0,2024-08-12
158234,19.75,96.75,Karenni,5,2024-08-12
158235,19.75,97.25,Karenni,5,2024-08-12
158236,19.75,97.75,Junta,0,2024-08-12
158237,19.75,98.25,Junta,0,2024-08-12
158238,19.75,98.75,Junta,0,2024-08-12
158946,20.25,92.75,Junta,0,2024-08-12
158947,20.25,93.25,Junta,0,2024-08-12
158948,20.25,93.75,AA,6,2024-08-12
158949,20.25,94.25,AA,6,2024-08-12
158950,20.25,94.75,Junta,0,2024-08-12
158951,20.25,95.25,Junta,0,2024-08-12
158952,20.25,95.75,Junta,0,2024-08-12
158953,20.25,96.25,Junta,0,2024-08-12
158954,20.25,96.75,Junta,0,2024-08-12
158955,20.25,97.25,Junta,0,2024-08-12
158956,20.25,97.75,Junta,0,2024-08-12
158957,20.25,98.25,Junta,0,2024-08-12
158958,20.25,98.75,Junta,0,2024-08-12
158959,20.25,99.25,Junta,0,2024-08-12
158960,20.25,99.75,Junta,0,2024-08-12
158961,20.25,100.25,Junta,0,2024-08-12
159665,20.75,92.25,Junta,0,2024-08-12
159666,20.75,92.75,AA,6,2024-08-12
159667,20.75,93.25,AA,6,2024-08-12
159668,20.75,93.75,AA,6,2024-08-12
159669,20.75,94.25,AA,6,2024-08-12
159670,20.75,94.75,Junta,0,2024-08-12
159671,20.75,95.25,Junta,0,2024-08-12
159672,20.75,95.75,Junta,0,2024-08-12
159673,20.75,96.25,Junta,0,2024-08-12
159674,20.75,96.75,Junta,0,2024-08-12
159675,20.75,97.25,Junta,0,2024-08-12
159676,20.75,97.75,Junta,0,2024-08-12
159677,20.75,98.25,Junta,0,2024-08-12
159678,20.75,98.75,Junta,0,2024-08-12
159679,20.75,99.25,Junta,0,2024-08-12
159680,20.75,99.75,Junta,0,2024-08-12
159681,20.75,100.25,Junta,0,2024-08-12
160385,21.25,92.25,AA,6,2024-08-12
160386,21.25,92.75,AA,6,2024-08-12
160387,21.25,93.25,Chin Resistance,9,2024-08-12
160388,21.25,93.75,Chin Resistance,9,2024-08-12
160389,21.25,94.25,PDF,2,2024-08-12
160390,21.25,94.75,Junta,0,2024-08-12
160391,21.25,95.25,Junta,0,2024-08-12
160392,21.25,95.75,Junta,0,2024-08-12
160393,21.25,96.25,Junta,0,2024-08-12
160394,21.25,96.75,Junta,0,2024-08-12
160395,21.25,97.25,SSPP,12,2024-08-12
160396,21.25,97.75,SSPP,12,2024-08-12
160397,21.25,98.25,Junta,0,2024-08-12
160398,21.25,98.75,Junta,0,2024-08-12
160399,21.25,99.25,Junta,0,2024-08-12
160400,21.25,99.75,Junta,0,2024-08-12
160401,21.25,100.25,Junta,0,2024-08-12
160402,21.25,100.75,Junta,0,2024-08-12
161105,21.75,92.25,AA,6,2024-08-12
161106,21.75,92.75,AA,6,2024-08-12
161107,21.75,93.25,Chin Resistance,9,2024-08-12
161108,21.75,93.75,Chin Resistance,9,2024-08-12
161109,21.75,94.25,Chin Resistance,9,2024-08-12
161110,21.75,94.75,Junta,0,2024-08-12
161111,21.75,95.25,PDF,2,2024-08-12
161112,21.75,95.75,Junta,0,2024-08-12
161113,21.75,96.25,Junta,0,2024-08-12
161114,21.75,96.75,Junta,0,2024-08-12
161115,21.75,97.25,SSPP,12,2024-08-12
161116,21.75,97.75,SSPP,12,2024-08-12
161117,21.75,98.25,SSPP,12,2024-08-12
161118,21.75,98.75,Junta,0,2024-08-12
161119,21.75,99.25,Junta,0,2024-08-12
161120,21.75,99.75,NDAA,14,2024-08-12
161121,21.75,100.25,NDAA,14,2024-08-12
161122,21.75,100.75,NDAA,14,2024-08-12
161123,21.75,101.25,Junta,0,2024-08-12
161826,22.25,92.75,AA,6,2024-08-12
161827,22.25,93.25,Chin Resistance,9,2024-08-12
161828,22.25,93.75,Chin Resistance,9,2024-08-12
161829,22.25,94.25,Junta,0,2024-08-12
161830,22.25,94.75,Junta,0,2024-08-12
161831,22.25,95.25,Junta,0,2024-08-12
161832,22.25,95.75,Junta,0,2024-08-12
161833,22.25,96.25,Junta,0,2024-08-12
161834,22.25,96.75,Junta,0,2024-08-12
161835,22.25,97.25,SSPP,12,2024-08-12
161836,22.25,97.75,SSPP,12,2024-08-12
161837,22.25,98.25,SSPP,12,2024-08-12
161838,22.25,98.75,SSPP,12,2024-08-12
161839,22.25,99.25,UWSA,15,2024-08-12
161840,22.25,99.75,UWSA,15,2024-08-12
162547,22.75,93.25,Chin Resistance,9,2024-08-12
162548,22.75,93.75,Chin Resistance,9,2024-08-12
162549,22.75,94.25,Junta,0,2024-08-12
162550,22.75,94.75,Junta,0,2024-08-12
162551,22.75,95.25,Junta,0,2024-08-12
162552,22.75,95.75,Junta,0,2024-08-12
162553,22.75,96.25,PDF,2,2024-08-12
162554,22.75,96.75,Junta,0,2024-08-12
162555,22.75,97.25,Junta,0,2024-08-12
162556,22.75,97.75,SSPP,12,2024-08-12
162557,22.75,98.25,SSPP,12,2024-08-12
162558,22.75,98.75,SSPP,12,2024-08-12
162559,22.75,99.25,UWSA,15,2024-08-12
163267,23.25,93.25,Chin Resistance,9,2024-08-12
163268,23.25,93.75,Chin Resistance,9,2024-08-12
163269,23.25,94.25,Junta,0,2024-08-12
163270,23.25,94.75,Junta,0,2024-08-12
163271,23.25,95.25,Junta,0,2024-08-12
163272,23.25,95.75,Junta,0,2024-08-12
163273,23.25,96.25,Junta,0,2024-08-12
163274,23.25,96.75,KIA,3,2024-08-12
163275,23.25,97.25,Junta,0,2024-08-12
163276,23.25,97.75,Junta,0,2024-08-12
163277,23.25,98.25,Junta,0,2024-08-12
163278,23.25,98.75,UWSA,15,2024-08-12
163279,23.25,99.25,UWSA,15,2024-08-12
163987,23.75,93.25,Chin Resistance,9,2024-08-12
163988,23.75,93.75,Chin Resistance,9,2024-08-12
163989,23.75,94.25,Chin Resistance,9,2024-08-12
163990,23.75,94.75,Junta,0,2024-08-12
163991,23.75,95.25,Junta,0,2024-08-12
163992,23.75,95.75,Junta,0,2024-08-12
163993,23.75,96.25,Junta,0,2024-08-12
163994,23.75,96.75,KIA,3,2024-08-12
163995,23.75,97.25,KIA,3,2024-08-12
163996,23.75,97.75,KIA,3,2024-08-12
163997,23.75,98.25,KIA,3,2024-08-12
163998,23.75,98.75,Junta,0,2024-08-12
164707,24.25,93.25,Chin Resistance,9,2024-08-12
164708,24.25,93.75,Chin Resistance,9,2024-08-12
164709,24.25,94.25,Junta,0,2024-08-12
164710,24.25,94.75,Junta,0,2024-08-12
164711,24.25,95.25,Junta,0,2024-08-12
164712,24.25,95.75,KIA,3,2024-08-12
164713,24.25,96.25,KIA,3,2024-08-12
164714,24.25,96.75,KIA,3,2024-08-12
164715,24.25,97.25,KIA,3,2024-08-12
164716,24.25,97.75,Junta,0,2024-08-12
164717,24.25,98.25,Junta,0,2024-08-12
164718,24.25,98.75,Junta,0,2024-08-12
165430,24.75,94.75,Junta,0,2024-08-12
165431,24.75,95.25,KIA,3,2024-08-12
165432,24.75,95.75,KIA,3,2024-08-12
165433,24.75,96.25,KIA,3,2024-08-12
165434,24.75,96.75,KIA,3,2024-08-12
165435,24.75,97.25,KIA,3,2024-08-12
165436,24.75,97.75,Junta,0,2024-08-12
166150,25.25,94.75,Junta,0,2024-08-12
166151,25.25,95.25,Junta,0,2024-08-12
166152,25.25,95.75,KIA,3,2024-08-12
166153,25.25,96.25,KIA,3,2024-08-12
166154,25.25,96.75,KIA,3,2024-08-12
166155,25.25,97.25,KIA,3,2024-08-12
166156,25.25,97.75,Junta,0,2024-08-12
166870,25.75,94.75,Junta,0,2024-08-12
166871,25.75,95.25,Junta,0,2024-08-12
166872,25.75,95.75,KIA,3,2024-08-12
166873,25.75,96.25,KIA,3,2024-08-12
166874,25.75,96.75,KIA,3,2024-08-12
166875,25.75,97.25,KIA,3,2024-08-12
166876,25.75,97.75,KIA,3,2024-08-12
166877,25.75,98.25,Junta,0,2024-08-12
166878,25.75,98.75,Junta,0,2024-08-12
167591,26.25,95.25,Junta,0,2024-08-12
167592,26.25,95.75,KIA,3,2024-08-12
167593,26.25,96.25,KIA,3,2024-08-12
167594,26.25,96.75,KIA,3,2024-08-12
167595,26.25,97.25,KIA,3,2024-08-12
167596,26.25,97.75,KIA,3,2024-08-12
167597,26.25,98.25,KIA,3,2024-08-12
167598,26.25,98.75,Junta,0,2024-08-12
168311,26.75,95.25,Junta,0,2024-08-12
168312,26.75,95.75,Junta,0,2024-08-12
168313,26.75,96.25,KIA,3,2024-08-12
168314,26.75,96.75,KIA,3,2024-08-12
168315,26.75,97.25,KIA,3,2024-08-12
168316,26.75,97.75,KIA,3,2024-08-12
168317,26.75,98.25,KIA,3,2024-08-12
168318,26.75,98.75,Junta,0,2024-08-12
169033,27.25,96.25,KIA,3,2024-08-12
169034,27.25,96.75,KIA,3,2024-08-12
169035,27.25,97.25,KIA,3,2024-08-12
169036,27.25,97.75,KIA,3,2024-08-12
169037,27.25,98.25,Junta,0,2024-08-12
169038,27.25,98.75,Junta,0,2024-08-12
169754,27.75,96.75,KIA,3,2024-08-12
169755,27.75,97.25,Junta,0,2024-08-12
169756,27.75,97.75,Junta,0,2024-08-12
169757,27.75,98.25,Junta,0,2024-08-12
170475,28.25,97.25,Junta,0,2024-08-12
170476,28.25,97.75,Junta,0,2024-08-12
170477,28.25,98.25,Junta,0,2024-08-12
144558,10.25,98.75,Junta,0,2024-08-24
145277,10.75,98.25,Junta,0,2024-08-24
145278,10.75,98.75,Junta,0,2024-08-24
145998,11.25,98.75,Junta,0,2024-08-24
145999,11.25,99.25,PDF,2,2024-08-24
146717,11.75,98.25,Junta,0,2024-08-24
146718,11.75,98.75,PDF,2,2024-08-24
146719,11.75,99.25,PDF,2,2024-08-24
146720,11.75,99.75,Junta,0,2024-08-24
147437,12.25,98.25,Junta,0,2024-08-24
147438,12.25,98.75,Junta,0,2024-08-24
147439,12.25,99.25,PDF,2,2024-08-24
148157,12.75,98.25,Junta,0,2024-08-24
148158,12.75,98.75,Junta,0,2024-08-24
148159,12.75,99.25,PDF,2,2024-08-24
148878,13.25,98.75,Junta,0,2024-08-24
148879,13.25,99.25,PDF,2,2024-08-24
149597,13.75,98.25,Junta,0,2024-08-24
149598,13.75,98.75,Karen,4,2024-08-24
149599,13.75,99.25,Karen,4,2024-08-24
150317,14.25,98.25,Junta,0,2024-08-24
150318,14.25,98.75,Karen,4,2024-08-24
151036,14.75,97.75,Junta,0,2024-08-24
151037,14.75,98.25,Karen,4,2024-08-24
151756,15.25,97.75,Junta,0,2024-08-24
151757,15.25,98.25,Junta,0,2024-08-24
152471,15.75,95.25,Junta,0,2024-08-24
152472,15.75,95.75,Junta,0,2024-08-24
152476,15.75,97.75,Junta,0,2024-08-24
152477,15.75,98.25,Junta,0,2024-08-24
153189,16.25,94.25,Junta,0,2024-08-24
153190,16.25,94.75,Junta,0,2024-08-24
153191,16.25,95.25,Junta,0,2024-08-24
153192,16.25,95.75,Junta,0,2024-08-24
153193,16.25,96.25,Junta,0,2024-08-24
153196,16.25,97.75,Junta,0,2024-08-24
153197,16.25,98.25,Junta,0,2024-08-24
153198,16.25,98.75,Junta,0,2024-08-24
153909,16.75,94.25,Junta,0,2024-08-24
153910,16.75,94.75,Junta,0,2024-08-24
153911,16.75,95.25,Junta,0,2024-08-24
153912,16.75,95.75,Junta,0,2024-08-24
