priogrid_gid,lat,lon,faction,date
144558,10.25,98.75,Junta,myanmar_2024-05-29
145277,10.75,98.25,Junta,myanmar_2024-05-29
145278,10.75,98.75,Junta,myanmar_2024-05-29
145998,11.25,98.75,Junta,myanmar_2024-05-29
145999,11.25,99.25,PDF,myanmar_2024-05-29
146717,11.75,98.25,Junta,myanmar_2024-05-29
146718,11.75,98.75,PDF,myanmar_2024-05-29
146719,11.75,99.25,PDF,myanmar_2024-05-29
146720,11.75,99.75,Junta,myanmar_2024-05-29
147437,12.25,98.25,Junta,myanmar_2024-05-29
147438,12.25,98.75,Junta,myanmar_2024-05-29
147439,12.25,99.25,PDF,myanmar_2024-05-29
148157,12.75,98.25,Junta,myanmar_2024-05-29
148158,12.75,98.75,Junta,myanmar_2024-05-29
148159,12.75,99.25,PDF,myanmar_2024-05-29
148878,13.25,98.75,Junta,myanmar_2024-05-29
148879,13.25,99.25,PDF,myanmar_2024-05-29
149597,13.75,98.25,Junta,myanmar_2024-05-29
149598,13.75,98.75,Karen,myanmar_2024-05-29
149599,13.75,99.25,Karen,myanmar_2024-05-29
150317,14.25,98.25,Junta,myanmar_2024-05-29
150318,14.25,98.75,Karen,myanmar_2024-05-29
151036,14.75,97.75,Junta,myanmar_2024-05-29
151037,14.75,98.25,Karen,myanmar_2024-05-29
151756,15.25,97.75,Junta,myanmar_2024-05-29
151757,15.25,98.25,Junta,myanmar_2024-05-29
152471,15.75,95.25,Junta,myanmar_2024-05-29
152472,15.75,95.75,Junta,myanmar_2024-05-29
152476,15.75,97.75,Junta,myanmar_2024-05-29
152477,15.75,98.25,Junta,myanmar_2024-05-29
153189,16.25,94.25,Junta,myanmar_2024-05-29
153190,16.25,94.75,Junta,myanmar_2024-05-29
153191,16.25,95.25,Junta,myanmar_2024-05-29
153192,16.25,95.75,Junta,myanmar_2024-05-29
153193,16.25,96.25,Junta,myanmar_2024-05-29
153196,16.25,97.75,Junta,myanmar_2024-05-29
153197,16.25,98.25,Junta,myanmar_2024-05-29
153198,16.25,98.75,Junta,myanmar_2024-05-29
153909,16.75,94.25,Junta,myanmar_2024-05-29
153910,16.75,94.75,Junta,myanmar_2024-05-29
153911,16.75,95.25,Junta,myanmar_2024-05-29
153912,16.75,95.75,Junta,myanmar_2024-05-29
153913,16.75,96.25,Junta,myanmar_2024-05-29
153914,16.75,96.75,Junta,myanmar_2024-05-29
153915,16.75,97.25,Junta,myanmar_2024-05-29
153916,16.75,97.75,Junta,myanmar_2024-05-29
153917,16.75,98.25,Junta,myanmar_2024-05-29
154630,17.25,94.75,Junta,myanmar_2024-05-29
154631,17.25,95.25,Junta,myanmar_2024-05-29
154632,17.25,95.75,Junta,myanmar_2024-05-29
154633,17.25,96.25,Junta,myanmar_2024-05-29
154634,17.25,96.75,Junta,myanmar_2024-05-29
154635,17.25,97.25,Karen,myanmar_2024-05-29
154636,17.25,97.75,Karen,myanmar_2024-05-29
154637,17.25,98.25,Karen,myanmar_2024-05-29
155350,17.75,94.75,Junta,myanmar_2024-05-29
155351,17.75,95.25,Junta,myanmar_2024-05-29
155352,17.75,95.75,Junta,myanmar_2024-05-29
155353,17.75,96.25,Junta,myanmar_2024-05-29
155354,17.75,96.75,Karen,myanmar_2024-05-29
155355,17.75,97.25,Karen,myanmar_2024-05-29
155356,17.75,97.75,Karen,myanmar_2024-05-29
156069,18.25,94.25,Junta,myanmar_2024-05-29
156070,18.25,94.75,Junta,myanmar_2024-05-29
156071,18.25,95.25,Junta,myanmar_2024-05-29
156072,18.25,95.75,Junta,myanmar_2024-05-29
156073,18.25,96.25,PDF,myanmar_2024-05-29
156074,18.25,96.75,Karen,myanmar_2024-05-29
156075,18.25,97.25,Karen,myanmar_2024-05-29
156076,18.25,97.75,Karen,myanmar_2024-05-29
156788,18.75,93.75,Junta,myanmar_2024-05-29
156789,18.75,94.25,Junta,myanmar_2024-05-29
156790,18.75,94.75,Junta,myanmar_2024-05-29
156791,18.75,95.25,Junta,myanmar_2024-05-29
156792,18.75,95.75,PDF,myanmar_2024-05-29
156793,18.75,96.25,PDF,myanmar_2024-05-29
156794,18.75,96.75,Karen,myanmar_2024-05-29
156795,18.75,97.25,Karenni,myanmar_2024-05-29
156796,18.75,97.75,Karenni,myanmar_2024-05-29
157508,19.25,93.75,Junta,myanmar_2024-05-29
157509,19.25,94.25,Junta,myanmar_2024-05-29
157510,19.25,94.75,Junta,myanmar_2024-05-29
157511,19.25,95.25,Junta,myanmar_2024-05-29
157512,19.25,95.75,Junta,myanmar_2024-05-29
157513,19.25,96.25,Junta,myanmar_2024-05-29
157514,19.25,96.75,Karen,myanmar_2024-05-29
157515,19.25,97.25,Karenni,myanmar_2024-05-29
157516,19.25,97.75,Karenni,myanmar_2024-05-29
158228,19.75,93.75,Junta,myanmar_2024-05-29
158229,19.75,94.25,Junta,myanmar_2024-05-29
158230,19.75,94.75,Junta,myanmar_2024-05-29
158231,19.75,95.25,Junta,myanmar_2024-05-29
158232,19.75,95.75,Junta,myanmar_2024-05-29
158233,19.75,96.25,Junta,myanmar_2024-05-29
158234,19.75,96.75,Karenni,myanmar_2024-05-29
158235,19.75,97.25,Karenni,myanmar_2024-05-29
158236,19.75,97.75,Junta,myanmar_2024-05-29
158237,19.75,98.25,Junta,myanmar_2024-05-29
158238,19.75,98.75,Junta,myanmar_2024-05-29
158946,20.25,92.75,Junta,myanmar_2024-05-29
158947,20.25,93.25,Junta,myanmar_2024-05-29
158948,20.25,93.75,AA,myanmar_2024-05-29
158949,20.25,94.25,AA,myanmar_2024-05-29
158950,20.25,94.75,Junta,myanmar_2024-05-29
