priogrid_gid,lat,lon,faction,date
144558,10.25,98.75,Junta,myanmar_2024-05-26
145277,10.75,98.25,Junta,myanmar_2024-05-26
145278,10.75,98.75,Junta,myanmar_2024-05-26
145998,11.25,98.75,Junta,myanmar_2024-05-26
145999,11.25,99.25,PDF,myanmar_2024-05-26
146717,11.75,98.25,Junta,myanmar_2024-05-26
146718,11.75,98.75,PDF,myanmar_2024-05-26
146719,11.75,99.25,PDF,myanmar_2024-05-26
146720,11.75,99.75,Junta,myanmar_2024-05-26
147437,12.25,98.25,Junta,myanmar_2024-05-26
147438,12.25,98.75,Junta,myanmar_2024-05-26
147439,12.25,99.25,PDF,myanmar_2024-05-26
148157,12.75,98.25,Junta,myanmar_2024-05-26
148158,12.75,98.75,Junta,myanmar_2024-05-26
148159,12.75,99.25,PDF,myanmar_2024-05-26
148878,13.25,98.75,Junta,myanmar_2024-05-26
148879,13.25,99.25,PDF,myanmar_2024-05-26
149597,13.75,98.25,Junta,myanmar_2024-05-26
149598,13.75,98.75,Karen,myanmar_2024-05-26
149599,13.75,99.25,Karen,myanmar_2024-05-26
150317,14.25,98.25,Junta,myanmar_2024-05-26
150318,14.25,98.75,Karen,myanmar_2024-05-26
151036,14.75,97.75,Junta,myanmar_2024-05-26
151037,14.75,98.25,Karen,myanmar_2024-05-26
151756,15.25,97.75,Junta,myanmar_2024-05-26
151757,15.25,98.25,Junta,myanmar_2024-05-26
152471,15.75,95.25,Junta,myanmar_2024-05-26
152472,15.75,95.75,Junta,myanmar_2024-05-26
152476,15.75,97.75,Junta,myanmar_2024-05-26
152477,15.75,98.25,Junta,myanmar_2024-05-26
153189,16.25,94.25,Junta,myanmar_2024-05-26
153190,16.25,94.75,Junta,myanmar_2024-05-26
153191,16.25,95.25,Junta,myanmar_2024-05-26
153192,16.25,95.75,Junta,myanmar_2024-05-26
153193,16.25,96.25,Junta,myanmar_2024-05-26
153196,16.25,97.75,Junta,myanmar_2024-05-26
153197,16.25,98.25,Junta,myanmar_2024-05-26
153198,16.25,98.75,Junta,myanmar_2024-05-26
153909,16.75,94.25,Junta,myanmar_2024-05-26
153910,16.75,94.75,Junta,myanmar_2024-05-26
153911,16.75,95.25,Junta,myanmar_2024-05-26
153912,16.75,95.75,Junta,myanmar_2024-05-26
153913,16.75,96.25,Junta,myanmar_2024-05-26
153914,16.75,96.75,Junta,myanmar_2024-05-26
153915,16.75,97.25,Junta,myanmar_2024-05-26
153916,16.75,97.75,Junta,myanmar_2024-05-26
153917,16.75,98.25,Junta,myanmar_2024-05-26
154630,17.25,94.75,Junta,myanmar_2024-05-26
154631,17.25,95.25,Junta,myanmar_2024-05-26
154632,17.25,95.75,Junta,myanmar_2024-05-26
154633,17.25,96.25,Junta,myanmar_2024-05-26
154634,17.25,96.75,Junta,myanmar_2024-05-26
154635,17.25,97.25,Karen,myanmar_2024-05-26
154636,17.25,97.75,Karen,myanmar_2024-05-26
154637,17.25,98.25,Karen,myanmar_2024-05-26
155350,17.75,94.75,Junta,myanmar_2024-05-26
155351,17.75,95.25,Junta,myanmar_2024-05-26
155352,17.75,95.75,Junta,myanmar_2024-05-26
155353,17.75,96.25,Junta,myanmar_2024-05-26
155354,17.75,96.75,Karen,myanmar_2024-05-26
155355,17.75,97.25,Karen,myanmar_2024-05-26
155356,17.75,97.75,Karen,myanmar_2024-05-26
156069,18.25,94.25,Junta,myanmar_2024-05-26
156070,18.25,94.75,Junta,myanmar_2024-05-26
156071,18.25,95.25,Junta,myanmar_2024-05-26
156072,18.25,95.75,Junta,myanmar_2024-05-26
156073,18.25,96.25,PDF,myanmar_2024-05-26
156074,18.25,96.75,Karen,myanmar_2024-05-26
156075,18.25,97.25,Karen,myanmar_2024-05-26
156076,18.25,97.75,Karen,myanmar_2024-05-26
156788,18.75,93.75,Junta,myanmar_2024-05-26
156789,18.75,94.25,Junta,myanmar_2024-05-26
156790,18.75,94.75,Junta,myanmar_2024-05-26
156791,18.75,95.25,Junta,myanmar_2024-05-26
156792,18.75,95.75,PDF,myanmar_2024-05-26
156793,18.75,96.25,PDF,myanmar_2024-05-26
156794,18.75,96.75,Karen,myanmar_2024-05-26
156795,18.75,97.25,Karenni,myanmar_2024-05-26
156796,18.75,97.75,Karenni,myanmar_2024-05-26
157508,19.25,93.75,Junta,myanmar_2024-05-26
157509,19.25,94.25,Junta,myanmar_2024-05-26
157510,19.25,94.75,Junta,myanmar_2024-05-26
157511,19.25,95.25,Junta,myanmar_2024-05-26
157512,19.25,95.75,Junta,myanmar_2024-05-26
157513,19.25,96.25,Junta,myanmar_2024-05-26
157514,19.25,96.75,Karen,myanmar_2024-05-26
157515,19.25,97.25,Karenni,myanmar_2024-05-26
157516,19.25,97.75,Karenni,myanmar_2024-05-26
158228,19.75,93.75,Junta,myanmar_2024-05-26
158229,19.75,94.25,Junta,myanmar_2024-05-26
158230,19.75,94.75,Junta,myanmar_2024-05-26
158231,19.75,95.25,Junta,myanmar_2024-05-26
158232,19.75,95.75,Junta,myanmar_2024-05-26
158233,19.75,96.25,Junta,myanmar_2024-05-26
158234,19.75,96.75,Karenni,myanmar_2024-05-26
158235,19.75,97.25,Karenni,myanmar_2024-05-26
158236,19.75,97.75,Junta,myanmar_2024-05-26
158237,19.75,98.25,Junta,myanmar_2024-05-26
158238,19.75,98.75,Junta,myanmar_2024-05-26
158946,20.25,92.75,Junta,myanmar_2024-05-26
158947,20.25,93.25,Junta,myanmar_2024-05-26
158948,20.25,93.75,AA,myanmar_2024-05-26
158949,20.25,94.25,AA,myanmar_2024-05-26
158950,20.25,94.75,Junta,myanmar_2024-05-26
158951,20.25,95.25,Junta,myanmar_2024-05-26
158952,20.25,95.75,Junta,myanmar_2024-05-26
158953,20.25,96.25,Junta,myanmar_2024-05-26
158954,20.25,96.75,Junta,myanmar_2024-05-26
158955,20.25,97.25,Junta,myanmar_2024-05-26
158956,20.25,97.75,Junta,myanmar_2024-05-26
158957,20.25,98.25,Junta,myanmar_2024-05-26
158958,20.25,98.75,Junta,myanmar_2024-05-26
158959,20.25,99.25,Junta,myanmar_2024-05-26
158960,20.25,99.75,Junta,myanmar_2024-05-26
158961,20.25,100.25,Junta,myanmar_2024-05-26
159665,20.75,92.25,Junta,myanmar_2024-05-26
159666,20.75,92.75,AA,myanmar_2024-05-26
159667,20.75,93.25,AA,myanmar_2024-05-26
159668,20.75,93.75,AA,myanmar_2024-05-26
159669,20.75,94.25,AA,myanmar_2024-05-26
159670,20.75,94.75,Junta,myanmar_2024-05-26
159671,20.75,95.25,Junta,myanmar_2024-05-26
159672,20.75,95.75,Junta,myanmar_2024-05-26
159673,20.75,96.25,Junta,myanmar_2024-05-26
159674,20.75,96.75,Junta,myanmar_2024-05-26
159675,20.75,97.25,Junta,myanmar_2024-05-26
159676,20.75,97.75,Junta,myanmar_2024-05-26
159677,20.75,98.25,Junta,myanmar_2024-05-26
159678,20.75,98.75,Junta,myanmar_2024-05-26
159679,20.75,99.25,Junta,myanmar_2024-05-26
159680,20.75,99.75,Junta,myanmar_2024-05-26
159681,20.75,100.25,Junta,myanmar_2024-05-26
160385,21.25,92.25,AA,myanmar_2024-05-26
160386,21.25,92.75,AA,myanmar_2024-05-26
160387,21.25,93.25,Chin Resistance,myanmar_2024-05-26
160388,21.25,93.75,Chin Resistance,myanmar_2024-05-26
160389,21.25,94.25,PDF,myanmar_2024-05-26
160390,21.25,94.75,Junta,myanmar_2024-05-26
160391,21.25,95.25,Junta,myanmar_2024-05-26
160392,21.25,95.75,Junta,myanmar_2024-05-26
160393,21.25,96.25,Junta,myanmar_2024-05-26
160394,21.25,96.75,Junta,myanmar_2024-05-26
160395,21.25,97.25,SSPP,myanmar_2024-05-26
160396,21.25,97.75,SSPP,myanmar_2024-05-26
160397,21.25,98.25,Junta,myanmar_2024-05-26
160398,21.25,98.75,Junta,myanmar_2024-05-26
160399,21.25,99.25,Junta,myanmar_2024-05-26
160400,21.25,99.75,Junta,myanmar_2024-05-26
160401,21.25,100.25,Junta,myanmar_2024-05-26
160402,21.25,100.75,Junta,myanmar_2024-05-26
161105,21.75,92.25,AA,myanmar_2024-05-26
161106,21.75,92.75,AA,myanmar_2024-05-26
161107,21.75,93.25,Chin Resistance,myanmar_2024-05-26
161108,21.75,93.75,Chin Resistance,myanmar_2024-05-26
161109,21.75,94.25,Chin Resistance,myanmar_2024-05-26
161110,21.75,94.75,PDF,myanmar_2024-05-26
161111,21.75,95.25,PDF,myanmar_2024-05-26
161112,21.75,95.75,Junta,myanmar_2024-05-26
161113,21.75,96.25,Junta,myanmar_2024-05-26
161114,21.75,96.75,Junta,myanmar_2024-05-26
161115,21.75,97.25,SSPP,myanmar_2024-05-26
161116,21.75,97.75,SSPP,myanmar_2024-05-26
161117,21.75,98.25,SSPP,myanmar_2024-05-26
161118,21.75,98.75,Junta,myanmar_2024-05-26
161119,21.75,99.25,Junta,myanmar_2024-05-26
161120,21.75,99.75,NDAA,myanmar_2024-05-26
161121,21.75,100.25,NDAA,myanmar_2024-05-26
161122,21.75,100.75,NDAA,myanmar_2024-05-26
161123,21.75,101.25,Junta,myanmar_2024-05-26
161826,22.25,92.75,AA,myanmar_2024-05-26
161827,22.25,93.25,Chin Resistance,myanmar_2024-05-26
161828,22.25,93.75,Chin Resistance,myanmar_2024-05-26
161829,22.25,94.25,Junta,myanmar_2024-05-26
161830,22.25,94.75,Junta,myanmar_2024-05-26
161831,22.25,95.25,Junta,myanmar_2024-05-26
161832,22.25,95.75,Junta,myanmar_2024-05-26
161833,22.25,96.25,Junta,myanmar_2024-05-26
161834,22.25,96.75,Junta,myanmar_2024-05-26
161835,22.25,97.25,SSPP,myanmar_2024-05-26
161836,22.25,97.75,SSPP,myanmar_2024-05-26
161837,22.25,98.25,SSPP,myanmar_2024-05-26
161838,22.25,98.75,SSPP,myanmar_2024-05-26
161839,22.25,99.25,UWSA,myanmar_2024-05-26
161840,22.25,99.75,UWSA,myanmar_2024-05-26
162547,22.75,93.25,Chin Resistance,myanmar_2024-05-26
162548,22.75,93.75,Chin Resistance,myanmar_2024-05-26
162549,22.75,94.25,Junta,myanmar_2024-05-26
162550,22.75,94.75,Junta,myanmar_2024-05-26
162551,22.75,95.25,Junta,myanmar_2024-05-26
162552,22.75,95.75,Junta,myanmar_2024-05-26
162553,22.75,96.25,PDF,myanmar_2024-05-26
162554,22.75,96.75,Junta,myanmar_2024-05-26
162555,22.75,97.25,Junta,myanmar_2024-05-26
162556,22.75,97.75,SSPP,myanmar_2024-05-26
162557,22.75,98.25,SSPP,myanmar_2024-05-26
162558,22.75,98.75,SSPP,myanmar_2024-05-26
162559,22.75,99.25,UWSA,myanmar_2024-05-26
163267,23.25,93.25,Chin Resistance,myanmar_2024-05-26
163268,23.25,93.75,Chin Resistance,myanmar_2024-05-26
163269,23.25,94.25,Junta,myanmar_2024-05-26
163270,23.25,94.75,Junta,myanmar_2024-05-26
163271,23.25,95.25,Junta,myanmar_2024-05-26
163272,23.25,95.75,Junta,myanmar_2024-05-26
163273,23.25,96.25,Junta,myanmar_2024-05-26
163274,23.25,96.75,KIA,myanmar_2024-05-26
163275,23.25,97.25,Junta,myanmar_2024-05-26
163276,23.25,97.75,Junta,myanmar_2024-05-26
163277,23.25,98.25,Junta,myanmar_2024-05-26
163278,23.25,98.75,UWSA,myanmar_2024-05-26
163279,23.25,99.25,UWSA,myanmar_2024-05-26
163987,23.75,93.25,Chin Resistance,myanmar_2024-05-26
163988,23.75,93.75,Chin Resistance,myanmar_2024-05-26
163989,23.75,94.25,Chin Resistance,myanmar_2024-05-26
163990,23.75,94.75,Junta,myanmar_2024-05-26
163991,23.75,95.25,Junta,myanmar_2024-05-26
163992,23.75,95.75,Junta,myanmar_2024-05-26
163993,23.75,96.25,Junta,myanmar_2024-05-26
163994,23.75,96.75,KIA,myanmar_2024-05-26
163995,23.75,97.25,KIA,myanmar_2024-05-26
163996,23.75,97.75,KIA,myanmar_2024-05-26
163997,23.75,98.25,KIA,myanmar_2024-05-26
163998,23.75,98.75,Junta,myanmar_2024-05-26
164707,24.25,93.25,Chin Resistance,myanmar_2024-05-26
164708,24.25,93.75,Chin Resistance,myanmar_2024-05-26
164709,24.25,94.25,Junta,myanmar_2024-05-26
164710,24.25,94.75,Junta,myanmar_2024-05-26
164711,24.25,95.25,Junta,myanmar_2024-05-26
164712,24.25,95.75,KIA,myanmar_2024-05-26
164713,24.25,96.25,KIA,myanmar_2024-05-26
164714,24.25,96.75,KIA,myanmar_2024-05-26
164715,24.25,97.25,KIA,myanmar_2024-05-26
164716,24.25,97.75,Junta,myanmar_2024-05-26
164717,24.25,98.25,Junta,myanmar_2024-05-26
164718,24.25,98.75,Junta,myanmar_2024-05-26
165430,24.75,94.75,Junta,myanmar_2024-05-26
165431,24.75,95.25,KIA,myanmar_2024-05-26
165432,24.75,95.75,KIA,myanmar_2024-05-26
165433,24.75,96.25,KIA,myanmar_2024-05-26
165434,24.75,96.75,KIA,myanmar_2024-05-26
165435,24.75,97.25,KIA,myanmar_2024-05-26
165436,24.75,97.75,Junta,myanmar_2024-05-26
166150,25.25,94.75,Junta,myanmar_2024-05-26
166151,25.25,95.25,Junta,myanmar_2024-05-26
166152,25.25,95.75,KIA,myanmar_2024-05-26
166153,25.25,96.25,KIA,myanmar_2024-05-26
166154,25.25,96.75,KIA,myanmar_2024-05-26
166155,25.25,97.25,KIA,myanmar_2024-05-26
166156,25.25,97.75,Junta,myanmar_2024-05-26
166870,25.75,94.75,Junta,myanmar_2024-05-26
166871,25.75,95.25,Junta,myanmar_2024-05-26
166872,25.75,95.75,KIA,myanmar_2024-05-26
166873,25.75,96.25,KIA,myanmar_2024-05-26
166874,25.75,96.75,KIA,myanmar_2024-05-26
166875,25.75,97.25,KIA,myanmar_2024-05-26
166876,25.75,97.75,KIA,myanmar_2024-05-26
166877,25.75,98.25,Junta,myanmar_2024-05-26
166878,25.75,98.75,Junta,myanmar_2024-05-26
167591,26.25,95.25,Junta,myanmar_2024-05-26
167592,26.25,95.75,KIA,myanmar_2024-05-26
167593,26.25,96.25,KIA,myanmar_2024-05-26
167594,26.25,96.75,KIA,myanmar_2024-05-26
167595,26.25,97.25,KIA,myanmar_2024-05-26
167596,26.25,97.75,KIA,myanmar_2024-05-26
167597,26.25,98.25,KIA,myanmar_2024-05-26
167598,26.25,98.75,Junta,myanmar_2024-05-26
168311,26.75,95.25,Junta,myanmar_2024-05-26
168312,26.75,95.75,Junta,myanmar_2024-05-26
168313,26.75,96.25,KIA,myanmar_2024-05-26
168314,26.75,96.75,KIA,myanmar_2024-05-26
168315,26.75,97.25,KIA,myanmar_2024-05-26
168316,26.75,97.75,KIA,myanmar_2024-05-26
168317,26.75,98.25,KIA,myanmar_2024-05-26
168318,26.75,98.75,Junta,myanmar_2024-05-26
169033,27.25,96.25,KIA,myanmar_2024-05-26
169034,27.25,96.75,KIA,myanmar_2024-05-26
169035,27.25,97.25,KIA,myanmar_2024-05-26
169036,27.25,97.75,KIA,myanmar_2024-05-26
169037,27.25,98.25,Junta,myanmar_2024-05-26
169038,27.25,98.75,Junta,myanmar_2024-05-26
169754,27.75,96.75,KIA,myanmar_2024-05-26
169755,27.75,97.25,Junta,myanmar_2024-05-26
169756,27.75,97.75,Junta,myanmar_2024-05-26
169757,27.75,98.25,Junta,myanmar_2024-05-26
170475,28.25,97.25,Junta,myanmar_2024-05-26
170476,28.25,97.75,Junta,myanmar_2024-05-26
170477,28.25,98.25,Junta,myanmar_2024-05-26
